,cik_No1,cik_No2,count
3374,1415996,1698006,13
3375,1415996,1698219,314
3376,1415996,1714590,59
3377,1415996,1715635,15
3378,1415996,1718570,1
3379,1415996,1722329,28
3380,1415996,1722638,167
3381,1415996,1723925,112
3382,1415996,1728120,6
3383,1415996,1728718,4
3384,1415996,1729854,1
3385,1415996,1734493,82
3386,1415996,1745796,3
3387,1415996,1764059,233
3388,1415996,1764403,18
3389,1415996,1767602,330
3390,1415996,1768095,338
3391,1415996,1772940,7
3392,1415996,1794153,6
3393,1415996,1794820,55
3394,1415996,1798736,3
3395,1415996,1799957,425
3396,1415996,1800620,253
3397,1415996,1801585,4
3398,1415996,1802080,245
3399,1415996,1802225,358
3400,1415996,1802277,72
3401,1415996,1803295,37
3402,1415996,1803898,297
3403,1415996,1817646,2
3404,1415996,1817652,3
3405,1415996,1825611,146
3406,1415996,1832158,99
3407,1415996,1832439,15
3408,1415996,1840750,13
3409,1415996,1841757,52
3410,1415996,1844568,5
3411,1415996,1852993,208
3412,1418329,5272,121
3413,1418329,16972,43
3414,1418329,35527,103
3415,1418329,356264,40
3416,1418329,712050,31
3417,1418329,713676,113
3418,1418329,732905,6
3419,1418329,773411,63
3420,1418329,775368,13
3421,1418329,857508,36
3422,1418329,859139,2
3423,1418329,914933,2
3424,1418329,944804,11
3425,1418329,1056527,1
3426,1418329,1130787,6
3427,1418329,1140771,1
3428,1418329,1166588,4
3429,1418329,1360798,1
3430,1418329,1364742,7
3431,1418329,1373442,1
3432,1418329,1374170,1
3433,1418329,1411530,1
3434,1418329,1415996,1
3435,1418329,1447946,10
3436,1418329,1454759,2
3437,1418329,1463559,57
3438,1418329,1508097,15
3439,1418329,1509974,16
3440,1418329,1510668,8
3441,1418329,1535811,23
3442,1418329,1539994,33
3443,1418329,1541897,56
3444,1418329,1548916,18
3445,1418329,1582202,89
3446,1418329,1595509,10
3447,1418329,1599950,36
3448,1418329,1603001,19
3449,1418329,1609674,2
3450,1418329,1615135,9
3451,1418329,1633343,106
3452,1418329,1633697,2
3453,1418329,1664713,10
3454,1418329,1666736,16
3455,1418329,1672067,7
3456,1418329,1686444,24
3457,1418329,1695426,2
3458,1418329,1697300,29
3459,1418329,1698006,3
3460,1418329,1698219,27
3461,1418329,1714590,9
3462,1418329,1715635,14
3463,1418329,1722329,1
3464,1418329,1722638,13
3465,1418329,1723925,11
3466,1418329,1728120,1
3467,1418329,1734493,25
3468,1418329,1745796,2
3469,1418329,1764059,12
3470,1418329,1767602,11
3471,1418329,1768095,23
3472,1418329,1772940,2
3473,1418329,1794153,5
3474,1418329,1794820,22
3475,1418329,1798736,1
3476,1418329,1799957,7
3477,1418329,1800620,5
3478,1418329,1801585,3
3479,1418329,1802080,5
3480,1418329,1802225,8
3481,1418329,1803295,4
3482,1418329,1803898,12
3483,1418329,1825611,9
3484,1418329,1832158,11
3485,1418329,1832439,3
3486,1418329,1840750,4
3487,1418329,1841757,5
3488,1418329,1844568,1
3489,1418329,1852993,14
3490,1444055,914933,1
3491,1444055,1455969,1
3492,1444055,1547926,1
3493,1444055,1694886,3
3494,1447946,5272,19
3495,1447946,16972,9
3496,1447946,35527,130
3497,1447946,356264,8
3498,1447946,712050,23
3499,1447946,713676,160
3500,1447946,733986,7
3501,1447946,773411,72
3502,1447946,775368,3
3503,1447946,857508,4
3504,1447946,859139,1
3505,1447946,944804,2
3506,1447946,1002672,4
3507,1447946,1008322,1
3508,1447946,1056527,1
3509,1447946,1080107,53
3510,1447946,1105837,1
3511,1447946,1130787,9
3512,1447946,1140771,4
3513,1447946,1166588,13
3514,1447946,1271347,3
3515,1447946,1285973,4
3516,1447946,1297376,11
3517,1447946,1360798,9
3518,1447946,1364742,149
3519,1447946,1373442,48
3520,1447946,1374170,12
3521,1447946,1376113,3
3522,1447946,1399794,14
3523,1447946,1411530,11
3524,1447946,1415996,13
3525,1447946,1447946,10
3526,1447946,1454759,2
3527,1447946,1463559,45
3528,1447946,1508097,3
3529,1447946,1509974,14
3530,1447946,1510668,3
3531,1447946,1535811,25
3532,1447946,1539994,6
3533,1447946,1541897,44
3534,1447946,1547926,1
3535,1447946,1548916,38
3536,1447946,1582202,56
3537,1447946,1595509,12
3538,1447946,1599950,4
3539,1447946,1603001,10
3540,1447946,1615135,6
3541,1447946,1633343,6
3542,1447946,1664713,5
3543,1447946,1666736,5
3544,1447946,1672067,6
3545,1447946,1686444,19
3546,1447946,1697300,29
3547,1447946,1698006,1
3548,1447946,1698219,17
3549,1447946,1714590,6
3550,1447946,1715635,1
3551,1447946,1722329,2
3552,1447946,1722638,11
3553,1447946,1723925,4
3554,1447946,1728120,3
3555,1447946,1734493,9
3556,1447946,1764059,13
3557,1447946,1767602,14
3558,1447946,1768095,17
3559,1447946,1772940,1
3560,1447946,1794153,1
3561,1447946,1794820,7
3562,1447946,1799957,17
3563,1447946,1800620,11
3564,1447946,1801585,1
3565,1447946,1802080,6
3566,1447946,1802225,21
3567,1447946,1803295,1
3568,1447946,1803898,13
3569,1447946,1825611,5
3570,1447946,1832158,9
3571,1447946,1840750,4
3572,1447946,1841757,1
3573,1447946,1844568,1
3574,1447946,1852993,17
3575,1454759,5272,11
3576,1454759,16972,5
3577,1454759,35527,506
3578,1454759,356264,4
3579,1454759,712050,173
3580,1454759,713676,662
3581,1454759,732905,1
3582,1454759,733986,55
3583,1454759,773411,334
3584,1454759,857508,4
3585,1454759,859139,7
3586,1454759,944804,4
3587,1454759,1002672,32
3588,1454759,1008322,14
3589,1454759,1056527,9
3590,1454759,1078246,24
3591,1454759,1080107,309
3592,1454759,1082621,3
3593,1454759,1105837,4
3594,1454759,1130787,40
3595,1454759,1140771,16
3596,1454759,1271347,34
3597,1454759,1285973,27
3598,1454759,1297376,43
3599,1454759,1360798,139
3600,1454759,1364742,727
3601,1454759,1373442,384
3602,1454759,1376113,77
3603,1454759,1388409,1
3604,1454759,1399794,105
3605,1454759,1411530,32
3606,1454759,1415996,99
3607,1454759,1447946,3
3608,1454759,1454759,56
3609,1454759,1463559,28
3610,1454759,1508097,2
3611,1454759,1509974,89
3612,1454759,1510668,1
3613,1454759,1535811,126
3614,1454759,1539994,2
3615,1454759,1541897,161
3616,1454759,1548916,245
3617,1454759,1582202,17
3618,1454759,1595509,36
3619,1454759,1599950,4
3620,1454759,1603001,5
3621,1454759,1615135,53
3622,1454759,1633343,1
3623,1454759,1664713,2
3624,1454759,1666736,2
3625,1454759,1672067,83
3626,1454759,1686444,79
3627,1454759,1697300,161
3628,1454759,1698006,1
3629,1454759,1698219,48
3630,1454759,1714590,5
3631,1454759,1722638,55
3632,1454759,1723925,28
3633,1454759,1728120,2
3634,1454759,1734493,8
3635,1454759,1764059,41
3636,1454759,1764403,5
3637,1454759,1767602,66
3638,1454759,1768095,77
3639,1454759,1772940,1
3640,1454759,1799957,73
3641,1454759,1800620,51
3642,1454759,1802080,43
3643,1454759,1802225,98
3644,1454759,1802277,63
3645,1454759,1803295,45
3646,1454759,1803898,103
3647,1454759,1825611,38
3648,1454759,1832158,22
3649,1454759,1832439,4
3650,1454759,1841757,29
3651,1454759,1852993,41
3652,1455969,914933,18
3653,1455969,931097,2
3654,1455969,1105837,1
3655,1455969,1388409,5
3656,1455969,1455969,1
3657,1455969,1513211,17
3658,1455969,1547926,19
3659,1455969,1598841,1
3660,1455969,1609674,1
3661,1455969,1660405,1
3662,1455969,1667140,8
3663,1455969,1713520,11
3664,1455969,1727593,2
3665,1455969,1729854,28
3666,1455969,1767307,15
3667,1455969,1801413,5
3668,1455969,1803295,4
3669,1455969,1841015,5
3670,1455969,1858879,57
3671,1463559,5272,258
3672,1463559,16972,90
3673,1463559,35527,954
3674,1463559,356264,63
3675,1463559,712050,167
3676,1463559,713676,1207
3677,1463559,732905,7
3678,1463559,733986,51
3679,1463559,773411,455
3680,1463559,775368,24
3681,1463559,857508,35
3682,1463559,859139,9
3683,1463559,944804,33
3684,1463559,1002672,27
3685,1463559,1008322,2
3686,1463559,1056527,1
3687,1463559,1078246,6
3688,1463559,1080107,312
3689,1463559,1082621,6
3690,1463559,1105837,7
3691,1463559,1130787,51
3692,1463559,1140771,18
3693,1463559,1166588,29
3694,1463559,1271347,15
3695,1463559,1285973,25
3696,1463559,1297376,44
3697,1463559,1360798,119
3698,1463559,1364742,719
3699,1463559,1373442,306
3700,1463559,1374170,17
3701,1463559,1376113,29
3702,1463559,1394866,1
3703,1463559,1399794,126
3704,1463559,1411530,39
3705,1463559,1415996,80
3706,1463559,1418329,1
3707,1463559,1447946,29
3708,1463559,1454759,14
3709,1463559,1463559,49
3710,1463559,1508097,23
3711,1463559,1509974,118
3712,1463559,1510668,12
3713,1463559,1535811,159
3714,1463559,1539994,43
3715,1463559,1541897,353
3716,1463559,1547926,1
3717,1463559,1548916,275
3718,1463559,1582202,545
3719,1463559,1595509,66
3720,1463559,1599950,35
3721,1463559,1603001,63
3722,1463559,1609674,1
3723,1463559,1615135,51
3724,1463559,1633343,34
3725,1463559,1664713,18
3726,1463559,1666736,32
3727,1463559,1672067,66
3728,1463559,1686444,149
3729,1463559,1695426,6
3730,1463559,1697300,238
3731,1463559,1698006,11
3732,1463559,1698219,133
3733,1463559,1710785,1
3734,1463559,1714590,28
3735,1463559,1715635,15
3736,1463559,1718570,2
3737,1463559,1722329,18
3738,1463559,1722638,67
3739,1463559,1723925,49
3740,1463559,1728120,9
3741,1463559,1728718,8
3742,1463559,1729854,2
3743,1463559,1734493,72
3744,1463559,1745796,3
3745,1463559,1764059,82
3746,1463559,1764403,7
3747,1463559,1767602,106
3748,1463559,1768095,133
3749,1463559,1772940,7
3750,1463559,1794153,7
3751,1463559,1794820,51
3752,1463559,1798736,4
3753,1463559,1799957,89
3754,1463559,1800620,76
3755,1463559,1801585,4
3756,1463559,1802080,61
3757,1463559,1802225,90
3758,1463559,1802277,19
3759,1463559,1803295,14
3760,1463559,1803898,97
3761,1463559,1817646,4
3762,1463559,1817652,5
3763,1463559,1825611,59
3764,1463559,1832158,50
3765,1463559,1832439,8
3766,1463559,1840750,10
3767,1463559,1841757,20
3768,1463559,1844568,4
3769,1463559,1852993,75
3770,1508097,5272,21
3771,1508097,16972,17
3772,1508097,35527,47
3773,1508097,356264,11
3774,1508097,712050,21
3775,1508097,713676,48
3776,1508097,732905,1
3777,1508097,733986,1
3778,1508097,773411,30
3779,1508097,775368,8
3780,1508097,857508,7
3781,1508097,859139,2
3782,1508097,944804,12
3783,1508097,1002672,2
3784,1508097,1008322,1
3785,1508097,1078246,1
3786,1508097,1080107,3
3787,1508097,1082621,1
3788,1508097,1105837,1
3789,1508097,1130787,8
3790,1508097,1140771,2
3791,1508097,1166588,3
3792,1508097,1271347,1
3793,1508097,1285973,1
3794,1508097,1297376,1
3795,1508097,1360798,3
3796,1508097,1364742,7
3797,1508097,1373442,3
3798,1508097,1374170,2
3799,1508097,1376113,3
3800,1508097,1399794,3
3801,1508097,1411530,2
3802,1508097,1415996,3
3803,1508097,1418329,1
3804,1508097,1447946,1
3805,1508097,1463559,1
3806,1508097,1508097,1
3807,1508097,1509974,15
3808,1508097,1510668,5
3809,1508097,1535811,17
3810,1508097,1539994,9
3811,1508097,1541897,32
3812,1508097,1548916,16
3813,1508097,1582202,27
3814,1508097,1595509,11
3815,1508097,1599950,7
3816,1508097,1603001,14
3817,1508097,1609674,1
3818,1508097,1615135,5
3819,1508097,1633343,13
3820,1508097,1633697,1
3821,1508097,1664713,6
3822,1508097,1666736,9
3823,1508097,1672067,8
3824,1508097,1686444,18
3825,1508097,1695426,1
3826,1508097,1697300,24
3827,1508097,1698006,3
3828,1508097,1698219,20
3829,1508097,1714590,7
3830,1508097,1715635,6
3831,1508097,1722329,1
3832,1508097,1722638,12
3833,1508097,1723925,8
3834,1508097,1728120,1
3835,1508097,1728718,1
3836,1508097,1734493,14
3837,1508097,1764059,10
3838,1508097,1767602,13
3839,1508097,1768095,16
3840,1508097,1772940,1
3841,1508097,1794153,1
3842,1508097,1794198,1
3843,1508097,1794820,11
3844,1508097,1798736,1
3845,1508097,1799957,4
3846,1508097,1800620,3
3847,1508097,1801585,1
3848,1508097,1802080,5
3849,1508097,1802225,7
3850,1508097,1802277,1
3851,1508097,1803295,4
3852,1508097,1803898,12
3853,1508097,1817646,1
3854,1508097,1825611,7
3855,1508097,1832158,10
3856,1508097,1832439,3
3857,1508097,1840750,4
3858,1508097,1841757,5
3859,1508097,1844568,1
3860,1508097,1844892,1
3861,1508097,1852993,11
3862,1509974,5272,36
3863,1509974,16972,44
3864,1509974,35527,1759
3865,1509974,356264,26
3866,1509974,712050,419
3867,1509974,713676,2290
3868,1509974,732905,4
3869,1509974,733986,203
3870,1509974,773411,1029
3871,1509974,775368,14
3872,1509974,857508,16
3873,1509974,859139,27
3874,1509974,944804,17
3875,1509974,1002672,106
3876,1509974,1008322,13
3877,1509974,1078246,36
3878,1509974,1080107,1194
3879,1509974,1082621,15
3880,1509974,1105837,25
3881,1509974,1119032,1
3882,1509974,1130787,159
3883,1509974,1140771,73
3884,1509974,1166588,2
3885,1509974,1271347,47
3886,1509974,1285973,98
3887,1509974,1297376,144
3888,1509974,1360798,443
3889,1509974,1364742,2642
3890,1509974,1373442,1237
3891,1509974,1374170,3
3892,1509974,1376113,107
3893,1509974,1388409,1
3894,1509974,1399794,385
3895,1509974,1411530,140
3896,1509974,1415996,287
3897,1509974,1418329,1
3898,1509974,1447946,14
3899,1509974,1454759,76
3900,1509974,1463559,40
3901,1509974,1509974,231
3902,1509974,1510668,9
3903,1509974,1535811,417
3904,1509974,1539994,16
3905,1509974,1541897,657
3906,1509974,1548916,803
3907,1509974,1582202,71
3908,1509974,1595509,147
3909,1509974,1599950,16
3910,1509974,1603001,25
3911,1509974,1609674,1
3912,1509974,1615135,134
3913,1509974,1633343,13
3914,1509974,1664713,5
3915,1509974,1666736,20
3916,1509974,1672067,208
3917,1509974,1686444,318
3918,1509974,1695426,7
3919,1509974,1697300,521
3920,1509974,1698006,5
3921,1509974,1698219,222
3922,1509974,1714590,37
3923,1509974,1715635,6
3924,1509974,1722329,6
3925,1509974,1722638,167
3926,1509974,1723925,104
3927,1509974,1728120,3
3928,1509974,1728718,1
3929,1509974,1729854,1
3930,1509974,1734493,46
3931,1509974,1745796,1
3932,1509974,1757128,1
3933,1509974,1764059,176
3934,1509974,1764403,10
3935,1509974,1767602,291
3936,1509974,1768095,265
3937,1509974,1772940,2
3938,1509974,1794153,4
3939,1509974,1794820,30
3940,1509974,1798736,3
3941,1509974,1799957,328
3942,1509974,1800620,187
3943,1509974,1801585,3
3944,1509974,1802080,194
3945,1509974,1802225,304
3946,1509974,1802277,112
3947,1509974,1803295,68
3948,1509974,1803898,238
3949,1509974,1817646,1
3950,1509974,1817652,2
3951,1509974,1825611,138
3952,1509974,1832158,85
3953,1509974,1832439,14
3954,1509974,1840750,6
3955,1509974,1841757,68
3956,1509974,1844568,3
3957,1509974,1852993,162
3958,1510668,5272,18
3959,1510668,16972,10
3960,1510668,35527,22
3961,1510668,356264,8
3962,1510668,712050,9
3963,1510668,713676,26
3964,1510668,773411,18
3965,1510668,775368,4
3966,1510668,857508,8
3967,1510668,859139,3
3968,1510668,944804,8
3969,1510668,1002672,1
3970,1510668,1008322,1
3971,1510668,1078246,1
3972,1510668,1080107,1
3973,1510668,1105837,1
3974,1510668,1130787,3
3975,1510668,1140771,1
3976,1510668,1166588,5
3977,1510668,1285973,1
3978,1510668,1297376,1
3979,1510668,1360798,2
3980,1510668,1364742,7
3981,1510668,1373442,2
3982,1510668,1374170,1
3983,1510668,1376113,1
3984,1510668,1399794,1
3985,1510668,1411530,1
3986,1510668,1415996,1
3987,1510668,1418329,1
3988,1510668,1447946,3
3989,1510668,1463559,2
3990,1510668,1509974,1
3991,1510668,1510668,1
3992,1510668,1535811,12
3993,1510668,1539994,11
3994,1510668,1541897,19
3995,1510668,1548916,7
3996,1510668,1582202,17
3997,1510668,1595509,10
3998,1510668,1599950,8
3999,1510668,1603001,8
4000,1510668,1615135,2
4001,1510668,1633343,6
4002,1510668,1664713,4
4003,1510668,1666736,12
4004,1510668,1672067,7
4005,1510668,1686444,11
4006,1510668,1695426,1
4007,1510668,1697300,13
4008,1510668,1698006,2
4009,1510668,1698219,10
4010,1510668,1714590,7
4011,1510668,1715635,1
4012,1510668,1722329,1
4013,1510668,1722638,8
4014,1510668,1723925,5
4015,1510668,1728120,1
4016,1510668,1728718,1
4017,1510668,1729854,2
4018,1510668,1734493,7
4019,1510668,1764059,7
4020,1510668,1767602,6
4021,1510668,1768095,10
4022,1510668,1772940,2
4023,1510668,1794153,3
4024,1510668,1794820,7
4025,1510668,1799957,2
4026,1510668,1800620,1
4027,1510668,1801585,1
4028,1510668,1802080,3
4029,1510668,1802225,5
4030,1510668,1803295,2
4031,1510668,1803898,5
4032,1510668,1817652,1
4033,1510668,1825611,5
4034,1510668,1832158,5
4035,1510668,1832439,2
4036,1510668,1840750,2
4037,1510668,1841757,2
4038,1510668,1852993,9
4039,1513211,914933,13
4040,1513211,931097,3
4041,1513211,1388409,5
4042,1513211,1455969,8
4043,1513211,1547926,16
4044,1513211,1598841,1
4045,1513211,1667140,3
4046,1513211,1713520,7
4047,1513211,1727593,2
4048,1513211,1729854,17
4049,1513211,1767307,15
4050,1513211,1801413,4
4051,1513211,1803295,3
4052,1513211,1841015,4
4053,1513211,1858879,30
4054,1535811,5272,60
4055,1535811,16972,49
4056,1535811,35527,2197
4057,1535811,356264,33
4058,1535811,712050,468
4059,1535811,713676,2898
4060,1535811,732905,4
4061,1535811,733986,251
4062,1535811,773411,1244
4063,1535811,775368,14
4064,1535811,857508,17
4065,1535811,859139,28
4066,1535811,944804,21
4067,1535811,1002672,139
4068,1535811,1008322,14
4069,1535811,1056527,3
4070,1535811,1078246,24
4071,1535811,1080107,1490
4072,1535811,1082621,18
4073,1535811,1105837,29
4074,1535811,1130787,181
4075,1535811,1140771,94
4076,1535811,1166588,14
4077,1535811,1271347,67
4078,1535811,1285973,128
4079,1535811,1297376,187
4080,1535811,1360798,498
4081,1535811,1364742,3361
4082,1535811,1373442,1492
4083,1535811,1374170,2
4084,1535811,1376113,144
4085,1535811,1388409,1
4086,1535811,1394866,1
4087,1535811,1399794,484
4088,1535811,1411530,180
4089,1535811,1415996,373
4090,1535811,1418329,1
4091,1535811,1447946,20
4092,1535811,1454759,74
4093,1535811,1463559,48
4094,1535811,1509974,258
4095,1535811,1510668,1
4096,1535811,1535811,447
4097,1535811,1539994,24
4098,1535811,1541897,832
4099,1535811,1548916,1032
4100,1535811,1582202,103
4101,1535811,1595509,171
4102,1535811,1599950,17
4103,1535811,1603001,33
4104,1535811,1609674,4
4105,1535811,1615135,153
4106,1535811,1633343,17
4107,1535811,1664713,7
4108,1535811,1666736,29
4109,1535811,1672067,195
4110,1535811,1686444,411
4111,1535811,1695426,2
4112,1535811,1697300,629
4113,1535811,1698006,5
4114,1535811,1698219,291
4115,1535811,1714590,51
4116,1535811,1715635,10
4117,1535811,1722329,9
4118,1535811,1722638,172
4119,1535811,1723925,113
4120,1535811,1728120,4
4121,1535811,1728718,2
4122,1535811,1729854,1
4123,1535811,1734493,52
4124,1535811,1745796,1
4125,1535811,1764059,232
4126,1535811,1764403,11
4127,1535811,1767602,343
4128,1535811,1768095,317
4129,1535811,1772940,3
4130,1535811,1794153,5
4131,1535811,1794820,25
4132,1535811,1798736,2
4133,1535811,1799957,426
4134,1535811,1800620,227
4135,1535811,1801585,3
4136,1535811,1802080,244
4137,1535811,1802225,350
4138,1535811,1802277,94
4139,1535811,1803295,52
4140,1535811,1803898,276
4141,1535811,1817646,1
4142,1535811,1817652,2
4143,1535811,1825611,158
4144,1535811,1832158,109
4145,1535811,1832439,17
4146,1535811,1840750,9
4147,1535811,1841757,74
4148,1535811,1844568,4
4149,1535811,1852993,202
4150,1539994,5272,116
4151,1539994,16972,36
4152,1539994,35527,87
4153,1539994,356264,30
4154,1539994,712050,24
4155,1539994,713676,97
4156,1539994,732905,6
4157,1539994,773411,54
4158,1539994,775368,8
4159,1539994,857508,26
4160,1539994,859139,3
4161,1539994,944804,10
4162,1539994,1002672,1
4163,1539994,1008322,1
4164,1539994,1078246,1
4165,1539994,1080107,1
4166,1539994,1105837,1
4167,1539994,1130787,3
4168,1539994,1140771,2
4169,1539994,1166588,13
4170,1539994,1285973,1
4171,1539994,1297376,1
4172,1539994,1360798,1
4173,1539994,1364742,19
4174,1539994,1373442,1
4175,1539994,1374170,1
4176,1539994,1376113,1
4177,1539994,1394866,1
4178,1539994,1399794,1
4179,1539994,1411530,1
4180,1539994,1415996,1
4181,1539994,1418329,1
4182,1539994,1447946,7
4183,1539994,1463559,3
4184,1539994,1509974,1
4185,1539994,1510668,1
4186,1539994,1535811,1
4187,1539994,1539994,1
4188,1539994,1541897,49
4189,1539994,1548916,22
4190,1539994,1582202,80
4191,1539994,1595509,11
4192,1539994,1599950,26
4193,1539994,1603001,20
4194,1539994,1609674,1
4195,1539994,1615135,6
4196,1539994,1633343,22
4197,1539994,1664713,6
4198,1539994,1666736,24
4199,1539994,1672067,10
4200,1539994,1686444,31
4201,1539994,1697300,32
4202,1539994,1698006,3
4203,1539994,1698219,24
4204,1539994,1714590,8
4205,1539994,1715635,12
4206,1539994,1722329,3
4207,1539994,1722638,15
4208,1539994,1723925,10
4209,1539994,1728120,3
4210,1539994,1728718,2
4211,1539994,1729854,1
4212,1539994,1734493,16
4213,1539994,1745796,1
4214,1539994,1764059,17
4215,1539994,1764403,3
4216,1539994,1767602,12
4217,1539994,1768095,23
4218,1539994,1772940,2
4219,1539994,1794153,6
4220,1539994,1794820,22
4221,1539994,1799957,6
4222,1539994,1800620,5
4223,1539994,1801585,4
4224,1539994,1802080,5
4225,1539994,1802225,5
4226,1539994,1803295,4
4227,1539994,1803898,18
4228,1539994,1817652,4
4229,1539994,1825611,10
4230,1539994,1832158,10
4231,1539994,1832439,3
4232,1539994,1840750,4
4233,1539994,1841757,4
4234,1539994,1852993,17
4235,1541897,5272,237
4236,1541897,16972,121
4237,1541897,35527,5178
4238,1541897,356264,73
4239,1541897,712050,966
4240,1541897,713676,6631
4241,1541897,732905,8
4242,1541897,733986,493
4243,1541897,773411,2716
4244,1541897,775368,24
4245,1541897,857508,35
4246,1541897,859139,76
4247,1541897,944804,41
4248,1541897,1002672,295
4249,1541897,1008322,16
4250,1541897,1056527,6
4251,1541897,1078246,20
4252,1541897,1080107,3332
4253,1541897,1082621,50
4254,1541897,1105837,59
4255,1541897,1130787,409
4256,1541897,1140771,193
4257,1541897,1166588,40
4258,1541897,1271347,150
4259,1541897,1285973,246
4260,1541897,1297376,393
4261,1541897,1360798,1120
4262,1541897,1364742,7240
4263,1541897,1373442,3215
4264,1541897,1374170,17
4265,1541897,1376113,259
4266,1541897,1388409,1
4267,1541897,1394866,1
4268,1541897,1399794,1143
4269,1541897,1411530,415
4270,1541897,1415996,792
4271,1541897,1418329,1
4272,1541897,1447946,66
4273,1541897,1454759,142
4274,1541897,1463559,91
4275,1541897,1508097,1
4276,1541897,1509974,544
4277,1541897,1510668,1
4278,1541897,1535811,930
4279,1541897,1539994,1
4280,1541897,1541897,1606
4281,1541897,1548916,2248
4282,1541897,1582202,418
4283,1541897,1595509,304
4284,1541897,1599950,35
4285,1541897,1603001,88
4286,1541897,1609674,6
4287,1541897,1615135,271
4288,1541897,1633343,31
4289,1541897,1664713,15
4290,1541897,1666736,43
4291,1541897,1672067,364
4292,1541897,1686444,849
4293,1541897,1695426,4
4294,1541897,1697300,1342
4295,1541897,1698006,11
4296,1541897,1698219,596
4297,1541897,1713520,1
4298,1541897,1714590,104
4299,1541897,1715635,16
4300,1541897,1718570,1
4301,1541897,1722329,23
4302,1541897,1722638,347
4303,1541897,1723925,229
4304,1541897,1728120,10
4305,1541897,1728718,7
4306,1541897,1729854,2
4307,1541897,1734493,108
4308,1541897,1745796,3
4309,1541897,1764059,482
4310,1541897,1764403,36
4311,1541897,1767307,1
4312,1541897,1767602,766
4313,1541897,1768095,680
4314,1541897,1772940,8
4315,1541897,1794153,8
4316,1541897,1794820,59
4317,1541897,1798736,2
4318,1541897,1799957,885
4319,1541897,1800620,512
4320,1541897,1801585,5
4321,1541897,1802080,545
4322,1541897,1802225,773
4323,1541897,1802277,149
4324,1541897,1803295,52
4325,1541897,1803898,562
4326,1541897,1817646,2
4327,1541897,1817652,7
4328,1541897,1825611,328
4329,1541897,1832158,220
4330,1541897,1832439,39
4331,1541897,1840750,15
4332,1541897,1841757,85
4333,1541897,1844568,4
4334,1541897,1852993,415
4335,1547926,5272,3
4336,1547926,35527,1
4337,1547926,713676,1
4338,1547926,773411,1
4339,1547926,914933,10
4340,1547926,931097,8
4341,1547926,1032814,2
4342,1547926,1388409,5
4343,1547926,1455969,10
4344,1547926,1513211,4
4345,1547926,1547926,1
4346,1547926,1582202,1
4347,1547926,1598841,1
4348,1547926,1667140,3
4349,1547926,1694886,1
4350,1547926,1713520,12
4351,1547926,1727593,1
4352,1547926,1729854,26
4353,1547926,1767307,21
4354,1547926,1801413,8
4355,1547926,1803295,4
4356,1547926,1841015,6
4357,1547926,1858879,109
4358,1548916,5272,67
4359,1548916,16972,63
4360,1548916,35527,5594
4361,1548916,356264,31
4362,1548916,712050,1069
4363,1548916,713676,7302
4364,1548916,732905,4
4365,1548916,733986,529
4366,1548916,773411,2962
4367,1548916,775368,14
4368,1548916,857508,16
4369,1548916,859139,73
4370,1548916,944804,19
4371,1548916,1002672,321
4372,1548916,1008322,25
4373,1548916,1056527,11
4374,1548916,1078246,26
4375,1548916,1080107,3783
4376,1548916,1082621,42
4377,1548916,1105837,62
4378,1548916,1130787,450
4379,1548916,1140771,225
4380,1548916,1166588,11
4381,1548916,1271347,176
4382,1548916,1285973,268
4383,1548916,1297376,466
4384,1548916,1360798,1166
4385,1548916,1364742,8235
4386,1548916,1373442,3634
4387,1548916,1374170,2
4388,1548916,1376113,293
4389,1548916,1388409,1
4390,1548916,1394866,1
4391,1548916,1399794,1211
4392,1548916,1411530,451
4393,1548916,1415996,890
4394,1548916,1447946,41
4395,1548916,1454759,194
4396,1548916,1463559,86
4397,1548916,1509974,572
4398,1548916,1535811,1100
4399,1548916,1541897,1758
4400,1548916,1548916,2566
4401,1548916,1582202,128
4402,1548916,1595509,325
4403,1548916,1599950,16
4404,1548916,1603001,36
4405,1548916,1609674,2
4406,1548916,1615135,289
4407,1548916,1633343,11
4408,1548916,1664713,7
4409,1548916,1666736,26
4410,1548916,1672067,394
4411,1548916,1686444,860
4412,1548916,1695426,2
4413,1548916,1697300,1397
4414,1548916,1698006,4
4415,1548916,1698219,608
4416,1548916,1714590,132
4417,1548916,1715635,8
4418,1548916,1722329,8
4419,1548916,1722638,327
4420,1548916,1723925,216
4421,1548916,1728120,8
4422,1548916,1728718,3
4423,1548916,1729854,2
4424,1548916,1734493,97
4425,1548916,1745796,1
4426,1548916,1764059,511
4427,1548916,1764403,30
4428,1548916,1767602,779
4429,1548916,1768095,676
4430,1548916,1772940,3
4431,1548916,1794153,4
4432,1548916,1794820,26
4433,1548916,1798736,3
4434,1548916,1799957,1023
4435,1548916,1800620,544
4436,1548916,1801585,3
4437,1548916,1802080,592
4438,1548916,1802225,858
4439,1548916,1802277,187
4440,1548916,1803295,53
4441,1548916,1803898,627
4442,1548916,1817646,1
4443,1548916,1817652,4
4444,1548916,1825611,317
4445,1548916,1832158,247
4446,1548916,1832439,33
4447,1548916,1840750,7
4448,1548916,1841757,103
4449,1548916,1844568,4
4450,1548916,1852993,452
4451,1582202,5272,1178
4452,1582202,16972,128
4453,1582202,35527,1454
4454,1582202,356264,94
4455,1582202,712050,119
4456,1582202,713676,2172
4457,1582202,732905,9
